municipality,year,election_date,registered,basis
Williamstown,2025,2025-05-13,4650,carried
Williamstown,2026,2026-05-12,4650,carried
Wilmington,2021,2021-04-24,17990,interpolated
Wilmington,2022,2022-04-23,17924,interpolated
Wilmington,2023,2023-04-22,17497,interpolated
Wilmington,2024,2024-04-27,18188,interpolated
Wilmington,2025,2025-04-26,17866,carried
Wilmington,2026,2026-04-25,17866,carried
Winchendon,2021,2021-05-03,7185,interpolated
Winchendon,2022,2022-05-02,7295,interpolated
Winchendon,2023,2023-05-01,7477,interpolated
Winchendon,2024,2024-05-06,7998,interpolated
Winchendon,2025,2025-05-05,8262,carried
Winchendon,2026,2026-05-04,8262,carried
Winchester,2021,2021-03-30,16116,interpolated
Winchester,2022,2022-03-19,16251,interpolated
Winchester,2023,2023-03-18,16214,snapshot
Winchester,2024,2024-03-26,16799,snapshot
Winchester,2025,2025-03-22,16991,carried
Winchester,2026,2026-03-21,16991,carried
Windsor,2021,2021-05-10,690,interpolated
Windsor,2022,2022-05-09,678,interpolated
Windsor,2023,2023-05-08,674,interpolated
Windsor,2024,2024-05-13,712,interpolated
Windsor,2025,2025-05-12,736,carried
Windsor,2026,2026-05-11,736,carried
Winthrop,2021,2021-11-02,13049,interpolated
Winthrop,2023,2023-11-07,13879,interpolated
Winthrop,2025,2025-11-04,14326,carried
Woburn,2021,2021-11-02,27400,interpolated
Woburn,2023,2023-11-07,28840,interpolated
Woburn,2025,2025-11-04,29038,carried
Worcester,2021,2021-11-02,104930,interpolated
Worcester,2023,2023-11-07,111459,interpolated
Worcester,2025,2025-11-04,110588,carried
Worthington,2021,2021-05-01,1010,interpolated
Worthington,2022,2022-05-01,1015,interpolated
Worthington,2023,2023-05-06,977,interpolated
Worthington,2024,2024-05-04,1004,interpolated
Worthington,2025,2025-05-03,1031,carried
Worthington,2026,2026-05-02,1031,carried
Wrentham,2021,2021-04-05,9398,interpolated
Wrentham,2022,2022-04-04,9502,interpolated
Wrentham,2023,2023-04-03,9413,interpolated
Wrentham,2024,2024-04-01,9776,snapshot
Wrentham,2025,2025-04-07,9913,carried
Wrentham,2026,2026-04-06,9913,carried
Yarmouth,2021,2021-05-18,20733,interpolated
Yarmouth,2022,2022-05-17,21281,interpolated
Yarmouth,2023,2023-05-16,21770,interpolated
Yarmouth,2024,2024-05-21,22160,interpolated
Yarmouth,2025,2025-05-20,22645,carried
Yarmouth,2026,2026-05-19,22645,carried
